PICKING,VIN,MODELO,COLOR,DEALER,CLIENTE FINAL,PROVEDOR,UBICACIÓN ESUM,Fecha Despacho,Destino,REALIZADO,UBICACION VARI,Estado CC,QUE REPROCESO FALTA,REPROCESO PINTURA,REPROCESO REPUESTOS,TALLER,FUE CONVERTIDO A GLP,UBICACIÓN MAPEADA-APP,HORA REGISTRADA,ENTREGA-REVO Y ESSA,REVISION-REVO Y ESSA,OBSERVACION - REVO Y ESSA,ENTREGA-EMSA Y ASSA,REVISION-EMSA Y ASSA,OBSERVACION - EMSA Y ASSA
,LS4ASL2EXTE158461,NEW V7 1.6 MEC PLUS,PLATA,IWAGEN S.A.C.,ADELANTO PDI PUERTO,SUM,LISTOS,14/3/2026,ZONA AASA,NO,TARJA ,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta post LH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:18:34.853Z,,,,,,
,LSCABN3E4TE144523,NEW T3 1.5 MEC CABINA SIMPLE,BLANCO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS,14/3/2026,ZONA AASA,NO,P8 A 8 E,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Techo externo con oxido LH y rh | Jebe de ventana interior de puerta delantera lh | Filo de puerta delantera lh quiñado | Estribo puerta delantera RH raspado | Piso de tolva con tolva filos raspado y descolorido con oxido | Filo de puerta delantera lh raspado | Cabina con oxido RH y LH | Bisagras y guardafango Lh y RH con oxido | Jebe de moldura de palanca de cambios raspado,REPUESTO: Faro delantero RH LH con rayadura interna,VARI BIRRAK,,Control de calidad,2026-03-13T07:12:50.807Z,,,,,,
,LS4ASL2E1TE158719,NEW V5 1.5 MEC PLUS,AZUL OSCURO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS,14/3/2026,ZONA AASA,NO,R4 2 G,Reproceso,Falta: Reproceso Pintura,PINTURA: Abolladuras en ambas puertas DEL y POST.  LH y RH | Pernos con oxido de llantas  Del. Post. RH y LH,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:41:56.808Z,,,,,,
,LS4ASL2EXTE158802,NEW V5 1.5 MEC PLUS,BLANCO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS,14/3/2026,ZONA AASA,NO,Plataforma 9 11 T,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Puerta maletera al lado lh con abolladura | Filo de puerta piloto y posterior lh con qñs | Interior de copiloto moldura parte baja con raspado | Puerta  delantera interna RH ralladura | Interior de motor con óxido | Moldura de piso lado RH raspado | Filo de puerta posterior RH raspado | Filo de puerta delantera lh raspado | Pantalla central rayada,"REPUESTO: Máscara delantera cromos ,careo y grumos | Logo delantero con careo | Cromo de neblinero delantero lh con careo | Luego posterior lado RH letra b con careo y número 5 faltante | Logo posterior de maletera con desperfectos de fábrica | Aro posterior lh falta tapa de boca masa | Puerta central de guardafango con quiña | Faro posterior LH rayadura interna",VARI BIRRAK,,Pintura,2026-03-13T08:30:50.102Z,,,,1era Entrega,,
,LSCAB33E7TE144536,NEW X5 1.5 MEC DOBLE CABINA,BLANCO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Reproceso,Falta: Reproceso Repuestos,PINTURA: Mancha con oxido en prta post rh | Inter de tolva con oxido,REPUESTO: Roto pegatina,VARI BIRRAK,,Isla 20 - 19,2026-03-13T16:19:52.012Z,,,,2da Entrega,Rechazado,"Pegatina reflectora rota compuerta rh y lh
Carrocería con múltiples óxidos
Mancha óxido puerta prh"
,LVTDB21B1TD909450,S07 1.5T 4X2 6DCT B,NEGRO,SUR MOTORS S.A.,VENTA SURMOTORS TR.,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,COLA LAVADO SUM - REINGRESO ,Reproceso,Falta: Reproceso Pintura,PINTURA: Rayaduras en puerta del post RH,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T16:00:26.178Z,1era Entrega,Aceptado,Sin cobertor de equipaje.,,,
,LVTDB21B7TDA08277,S06 1.5T 4X2 6DCT O,PLATA,Altos Andes S.A.C.,EXHIBICION AUTOSHOP,SUM,LISTOS,14/3/2026,ZONA AASA,NO,B4 5 A,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Puerta delantera lh con abolladura | Aboll prta piloto,REPUESTO: Falta llanta original posterior RH,VARI BIRRAK,,Isla 5,2026-03-13T07:31:52.699Z,,,,,,
,LVTDB21BXTDA08273,S06 1.5T 4X2 6DCT W,BLANCO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,B4 5 B,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 20 - 19,2026-03-13T16:19:32.141Z,,,,1era Entrega,,
,LS4ASL2E2TE495237,"NEW V5 1,5 MEC PLUS",BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO GLP,SUM,LISTOS,14/3/2026,ZONA AASA,NO,B3 2 D,Para validar,Completo,PINTURA: Interior d compartimiento d motor con oxido | Int de compartimiento de capot c oxido lado lh y rh | Asiento y cabecera d última fila descolorido | Rayaduras en pantalla de radio,REPUESTO: Falta capot | Emblema careado | Cromo de mascara careado | Caja de gata roto | Falta llanta de repuesto,VARI BIRRAK,,Isla 5,2026-03-13T15:55:37.262Z,,,,,,
,LS4ASL2E7TE495234,NEW V5 1.5 MEC PLUS,GRIS,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,#N/A,Reproceso,Falta: Reproceso Pintura,PINTURA: Abollado base de portaplaca delantero,REPUESTO: ,VARI BIRRAK,,Isla 5 - 8,2026-03-13T08:49:34.987Z,,,,,,
,LVTDB21B9TD912872,S09 1.6T 4X2 7DCT B,NEGRO,Altos Andes S.A.C.,EXHIBICION GACSA,SUM,LISTOS,14/3/2026,ZONA AASA,NO,P8 B 3 Q,Reproceso,Falta: Reproceso Pintura,PINTURA: Abollado y Quiñe puerta DRH | Rayado larguero LH,"REPUESTO: Abollado bisel de puerta DLH, PLH",VARI BIRRAK,,Isla 2,2026-03-13T14:48:00.467Z,,,,,,
,LSCABN3E1TE521258,NEW T3 1.5 MEC CABINA SIMPLE,BLANCO,AUTOSHOP PERU S.A.C.,VENTA AUTOSHOP,SUM,LISTOS,14/3/2026,ZONA AASA,NO,P8 A 6 A,Reproceso,Falta: Reproceso Pintura,PINTURA: Filo de puerta Del LH | Parte baja de puerta  maletera despintado,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:26:16.273Z,,,,,,
,LSCAB33E2TE828930,"NEW X5 1,5 MEC DOBLE CABINA",BLANCO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,P8 A 7 A,Reproceso,Falta: Reproceso Pintura,PINTURA: Quiñes en tolva,REPUESTO: ,VARI BIRRAK,,Pintura,2026-03-13T16:21:30.262Z,,,,1era Entrega,Rechazado,
,LVTDB11B5VDC01282,X50 1.5L 4X2 5MT CONFORT,GRIS OSCURO,EAFC MAQUISISTEMA S.A.,VENTA MAQUI,SUM,LISTOS,14/3/2026,ZONA AASA,NO,P9 B 7 B,Reproceso,Falta: Reproceso Pintura,PINTURA: Moldura de parabrisas LH rayado | Puerta del RH con abolladuras | Moldura de guardafango RH con rayadura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:40:40.984Z,,,,,,
,LVTDB11B7VDC01199,X50 1.5L 4X2 5MT CONFORT,BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,14/3/2026,ZONA AASA,NO,PLATAFORMA 8 - 1 K,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,"PINTURA: Raspado en espejo retrovisor RH | Puerta post LH con aboll | Quiñe en filo de puerta piloto, parte baja | Quiñe en embellecedor plata de parachoque post LH","REPUESTO: No funciona botones táctiles, REVISAR | Probar si funciona el aire acondicionado",VARI BIRRAK,,Isla 4,2026-03-13T16:23:07.351Z,,,,,,
,LVTDB11B5VDC01279,X50 1.5L 4X2 5MT CONFORT,GRIS OSCURO,EAFC MAQUISISTEMA S.A.,VENTA MAQUI,SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta posterior lh con abolladura | Puerta delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 4,2026-03-13T07:07:03.577Z,,,,,,
,LVTDB11B3VDC01216,X50 1.5L 4X2 5MT CONFORT,BLANCO,EAFC MAQUISISTEMA S.A.,VENTA MAQUI,SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,"PINTURA: Rayadura en interior de puerta piloto, parte baja | Abolladura en puerta piloto | Quiñe en filo de puerta del post LH | Rayadura en embellecedor negro de luneta post LH Y RH | Raspado en marco de interior de puerta copiloto",REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:40:26.066Z,,,,,,
,LVTDB11B6VDC01212,X50 1.5L 4X2 5MT CONFORT,BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,"VENTA INTER TRUJILLO
",SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Moldura de guardafango posterior RH con ralladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:48:44.830Z,,,,,,
,LVTDB11BXVDC01178,X50 1.5L 4X2 5MT CONFORT,NEGRO,AION S.A.C.,VENTA AION,SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Larguero RH con abolladura | Puerta delantera RH con abolladura | Puerta del LH abolladura | Puerta POS LH abollado,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:25:49.405Z,,,,,,
,LVTDB11BXVDC01181,X50 1.5L 4X2 5MT CONFORT,NEGRO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta del RH con abolladuras,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:49:02.598Z,,,,,,
,LVTDB11B9VDC01222,X50 1.5L 4X2 5MT CONFORT,BLANCO,AION S.A.C.,VENTA AION,SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 4,2026-03-13T07:05:54.779Z,,,,,,
,LVTDB11B7VDC01221,X50 1.5L 4X2 5MT CONFORT,BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera lh con abolladura,REPUESTO: ,VARI BIRRAK,,"Mapeado, pero sin zona",2026-03-13T07:18:06.450Z,,,,,,
,LVTDB11B9VDC01169,X50 1.5L 4X2 5MT CONFORT,NEGRO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta Del LH (ext/Int) Abolladura en puerta externa Moldura interna rayada Obs Adicionales:  | Moldura interna de puerta delantera lh raspado | Estribo puerta delantera RH quiñado | Tratamiento para pintura,REPUESTO: ,VARI BIRRAK,,Isla 4,2026-03-13T07:06:00.586Z,,,,,,
,LVTDB11B6VDC01274,X50 1.5L 4X2 5MT CONFORT,PLATA,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta maletera con desperfecto | Puerta del RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:18:22.048Z,,,,,,
,LVTDB11B9VDC01172,X50 1.5L 4X2 5MT CONFORT,NEGRO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Guardafango delantero LH ABOLLADO | Grumo grande en estribo piloto | Puerta copiloto con abolladura | Tratamiento de pintura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:18:27.353Z,,,,,,
,LVTDB11B8VDC01258,X50 1.5L 4X2 5MT CONFORT,PLATA,AION S.A.C.,VENTA AION,SUM,LISTOS,14/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:38:12.338Z,,,,,,
,LS4ASL2E3TE158298,NEW V7 1.6 MEC PLUS,BLANCO BEIGE,IWAGEN S.A.C.,ADELANTO PDI ZI - VENTA IWAGEN,SUM,LISTOS,14/3/2026,ZONA AASA,NO,SUM ISLA 22 19 D,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,"PINTURA: Estribo puerta posterior LH con quiñe | Techo externo (visagras con oxido )LH y Rh | Filo de puerta posterior LH | Asientos posterior despintado | Pantalla central rayada | Perno con oxido, en interior de puerta piloto | Interior de Filo de puerta piloto con oxido, parte baja | Grumo en estribo post LH | Grumo en capot RH, parte baja | Asiento posterior despintado tercera fila",REPUESTO: Falta maletín de herramientas | Mascara delantera con grumo | Embellecedor de tablero RH con desperfecto | Falta maletín de herramientas | Falta tapa de bocamaza de aro post LH,VARI BIRRAK,,Isla 4 - 1,2026-03-13T07:57:15.432Z,,,,,,
,LSCABN3E7TE144256,NEW X5 1.5 MEC CABINA SIMPLE,BLANCO,INTERAMERICANA NORTE S.A.C.,VENTA INTER NORTE,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Para validar,Completo,PINTURA: Unidad con oxido en tolva ( esquinas ) lh y rh | Oxido en Inter de tolva,REPUESTO: ,VARI BIRRAK,,-,-,,,,1era Entrega,,
,LS4ASL2E0TE158503,NEW V7 1.6 MEC PLUS,AZUL OSCURO,SUR MOTORS S.A.,ADELANTO PDI PUERTO,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,TARJA ,-,-,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 22,2026-03-13T07:17:12.129Z,,,,,,
,LVTDB21B9TDA05266,S06 1.6T 4X2 7DCT B,GRIS OSCURO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS,14/3/2026,ZONA AASA,NO,P8 B 3 C,Reproceso,Falta: Reproceso Pintura,PINTURA: Interior de guardafango PRH con Grumos y abollado | Quiñe filo de puerta DLH,REPUESTO: ,VARI BIRRAK,,Isla 3,2026-03-13T18:43:44.867Z,,,,,,
,LVTDD24BXTDB38995,TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R,NEGRO,INTERAMERICANA NORTE S.A.C.,ADELANTO PDI -VENTA INTER NORTE,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,-,-,,,,,,
,HJRPBGFA2TB035595,DASHING 1.5T 4X2 6MT CONFORT ACP B,GRIS NARDO,INTERAMERICANA NORTE S.A.C.,VENTA INTER NORTE,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 20,2026-03-13T07:19:48.270Z,,,,,,
,LVTDB11B3TDB49986,X50 1.5L 4X2 5MT CONFORT,BLANCO,INTERAMERICANA NORTE S.A.C.,VENTA INTER NORTE,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Despacho  - FILA 23,2026-03-13T07:39:15.980Z,,,,,,
,LVTDB11B5TDB49925,X50 1.5L 4X2 5MT CONFORT,NEGRO,INTERAMERICANA NORTE S.A.C.,VENTA INTER NORTE,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Despacho  - ESTACIONAMIENTO VESTUARIO,2026-03-13T07:41:52.443Z,,,,,,
,LVTDB11B2TDB50157,X50 1.5L 4X2 5MT CONFORT,PLATA,INTERAMERICANA NORTE S.A.C.,VENTA INTER NORTE,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 22,2026-03-13T09:36:10.816Z,,,,,,
,LVTDB11B4TDB49933,X50 1.5L 4X2 5MT CONFORT,NEGRO,INTERAMERICANA NORTE S.A.C.,VENTA INTER NORTE,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Despacho ,2026-03-13T07:31:58.962Z,,,,,,
,LVTDB11B4VDC01225,X50 1.5L 4X2 5MT CONFORT,PLATA,EAFC MAQUISISTEMA S.A.,VENTA MAQUI,SUM,LISTOS,14/3/2026,ZONA AASA,NO,P8 A 2 C,Reproceso,Falta: Reproceso Pintura,PINTURA: Quiñe filo Capot | Quiñe filo puerta PRH | Quiñe filo puerta DLH | Rayado mando a distancia,REPUESTO: ,VARI BIRRAK,,Acondicionado,2026-03-13T10:49:22.799Z,,,,,,
,LVTDB11B2VDC01174,X50 1.5L 4X2 5MT CONFORT,NEGRO,EAFC MAQUISISTEMA S.A.,VENTA MAQUI,SUM,LISTOS,14/3/2026,ZONA AASA,NO,P8 A 1 B,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: larguero por la puerta delantera RH raspado | Abolladura en aro delantero rh | Abolladura en puerta posterior RH | Abolladura en puerta posterior lh | Trata de pintura carrocería | Abolladuras en puerta delantero RH,"REPUESTO: Moldura de maletero,por el portaplaca suelto RH y LH",VARI BIRRAK,,Acondicionado,2026-03-13T08:45:58.831Z,,,,,,
,LVTDB11B8VDC01213,X50 1.5L 4X2 5MT CONFORT,BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,14/3/2026,ZONA AASA,NO,P8 C 9 A,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera lh con abolladura | Puerta delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:54:12.111Z,,,,,,
,LVTDB11BXVDC01195,X50 1.5L 4X2 5MT CONFORT,BLANCO,AION S.A.C.,ADELANTO DE PDI,SUM,LISTOS,14/3/2026,ZONA AASA,NO,P8 B 5 A,Reproceso,Falta: Reproceso Pintura,PINTURA: Abollado puerta plh | Abollado puerta prh,REPUESTO: ,VARI BIRRAK,,Isla 3,2026-03-13T14:00:09.328Z,,,,,,
,LVTDB11B8VDC01261,X50 1.5L 4X2 5MT CONFORT,PLATA,AION S.A.C.,VENTA AION,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,P9 B 3 A,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14 - 3,2026-03-13T08:11:40.737Z,,,,1era Entrega,Rechazado,"Máscara de estribu 
Máscara para choque rayado
Cielorazo sucio parte derecha
Rayadura en toda la carrocería"
,LVTDB11B7VDC01252,X50 1.5L 4X2 5MT CONFORT,PLATA,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,14/3/2026,ZONA AASA,NO,P8 C 16 B,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta DEL RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5 - 9,2026-03-13T09:22:24.834Z,,,,,,
,LVTDB11B7VDC01204,X50 1.5L 4X2 5MT CONFORT,BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,P8 A 2 B,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Zona validación - FILA 10,2026-03-13T07:18:42.375Z,,,,,,
,LVTDB11B7VDC01235,X50 1.5L 4X2 5MT CONFORT,PLATA,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS - REVISADO,14/3/2026,ZONA AASA,NO,P8 A 1 F,Para validar,Completo,PINTURA: Grumos en puerta piloto,REPUESTO: ,VARI BIRRAK,,Pintura,2026-03-13T11:42:05.152Z,,,,1era Entrega,Rechazado,Grumo puerta piloto notorio
,9BWCH6CH7TP002503,NIVUS COMFORTLINE 170 TSI MEC,NEGRO NINJA,PERUANA DE MOTORES H.G. S.A.C. - PERUMOTOR H.G. S.A.C.,PERUANA DE MOTORES H.G. S.A.C. - PERUMOTOR H.G. S.A.C. | Fecha de entrega: Feb 25 2026 9:05AM,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,C4 1 A,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:28:53.129Z,,,,1era Entrega,,
,WVGZZZCA8SC543440,"TERAMONT PREMIUM 370TSI, 2.0L, 4MOTION",ROJO AURORA,IWAGEN S.A.C.,IWAGEN S.A.C. | Fecha de entrega: Feb 20 2026 8:35AM,SUM,LISTOS,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Reproceso,Falta: Reproceso Pintura,PINTURA: Asiento post LH rasgado  con  hueco,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:23:56.937Z,,,,,,
,9BWBH6DF2TT334090,TERA COMFORT 165 TSI 1.0L TIP,NEGRO NINJA,EURO MOTORS S.A.,adelanto pdi - VENTA MANNUCCI,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:27:31.031Z,,,,1era Entrega,,
,9BWJL45U1TP040524,SAVEIRO EXTREME CD 1.6 MEC,GRIS PIEDRA,EURO MOTORS S.A.,EXH SURMOTORS AREQUIPA,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:26:17.719Z,,,,1era Entrega,,
,3VVLP6RM7TM002493,"TIGUAN LIFE PLUS 250TSI, 1.4L, 2WD",NEGRO PERLADO,INTERAMERICANA NORTE S.A.C.,adelanto pdi - VENTA INTER NORTE,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Ray inter gf post lh | Rays embell tablero lh | Embellecedores rayados,REPUESTO: Logo de puerta maletero flojo | Cromoss rayados,VARI BIRRAK,,Isla 20,2026-03-13T15:20:48.043Z,,,,1era Entrega,Rechazado,"Logo puerta maletera flojo rh
Embellecedor ventanas manchado"
,3VVLP6RMXTM010474,"TIGUAN LIFE PLUS 250TSI, 1.4L, 2WD",GRIS ASCOT,SUR MOTORS S A,adelanto pdi - VENTA SURMOTORS,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:31:12.192Z,,,,1era Entrega,,
