PICKING,VIN,MODELO,COLOR,DEALER,CLIENTE FINAL,PROVEDOR,UBICACIÓN ESUM,Fecha Despacho,Destino,REALIZADO,UBICACION VARI,Estado CC,QUE REPROCESO FALTA,REPROCESO PINTURA,REPROCESO REPUESTOS,TALLER,FUE CONVERTIDO A GLP,UBICACIÓN MAPEADA-APP,HORA REGISTRADA,ENTREGA-REVO Y ESSA,REVISION-REVO Y ESSA,OBSERVACION - REVO Y ESSA,ENTREGA-EMSA Y ASSA,REVISION-EMSA Y ASSA,OBSERVACION - EMSA Y ASSA
,WVGZZZCAXTC503491,"TERAMONT PREMIUM 370TSI, 2.0L, 4MOTION TIP",AZUL MONTAÑA,EURO MOTORS S.A.,EXH INTERAMERICANA CHICLAYO,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,C3 9 B,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:29:52.401Z,,,,,,
,3VVLP6RM5TM021611,"TIGUAN LIFE 250TSI, 1.4L, 2WD",PLATA LUNA,EURO MOTORS S.A.,EXH INTERAMERICANA PIURA,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,E4 11 B,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T08:14:36.736Z,,,,1era Entrega,,
,3VVHP6B21TM024021,"TAOS COMFORTLINE 250 TSI, 1.4L, 2WD, TIP",PLATA LUNA,EURO MOTORS S.A.,adelanto pdi - EXH SURMOTORS AQP.,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T08:49:38.232Z,,,,1era Entrega,Rechazado,"Falla pintura filo de ventana de puerta dlh
Falla pintura puerta maletera rh"
,8AWJW62H5TA005226,"AMAROK COMFORTLINE 580TDI, 258CV, 3.0L V6, 4MOTION TIP",GRIS INDIO,EURO MOTORS S.A.,adelanto pdi - EXHIBICIÓN IWAGEN,SUM,LISTOS,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Para validar,Completo,PINTURA: Aro delantero LH rayado | Jebe de puerta post LH ROTO,REPUESTO: ,VARI BIRRAK,,Isla 4,2026-03-13T14:58:24.252Z,,,,,,
,3VVDP6RM0TM042368,"TIGUAN LIFE 250TSI, 1.4L, 2WD",AZUL WAIMEA,EURO MOTORS S.A.,adelanto pdi - EXHIBICIÓN IWAGEN,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Reproceso,Falta: Reproceso Pintura,PINTURA: Embellecedor de maletera con rayaduras | Rays embell dlenat y post lh y rh,REPUESTO: Aro de rueda Pos RH con desperfecto,VARI BIRRAK,,Isla 4,2026-03-13T07:05:31.602Z,,,,,,
,9BWBH6BF3T4081424,T-CROSS COMFORTLINE 200 TSI TIP,NEGRO NINJA,INTERAMERICANA NORTE S.A.C.,INTERAMERICANA NORTE S.A.C. - INTERAMERICANA CHICLAYO | Fecha de entrega: Feb 20 2026 8:00AM,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Reproceso,Falta: Reproceso Pintura,PINTURA: Estribos  de puerta posterior y delantero RH descolorido | Rayaduras en embellecedor de funda delantera | Rayaduras en carrocería | Moldura de posterior lh | Moldura rayada lado lh,REPUESTO: ,VARI BIRRAK,,Isla 4,2026-03-13T07:05:42.470Z,,,,1era Entrega,Rechazado,"Arañones funda delantera
Arañones guarda fango dlh
Arañones puerta piloto interior de manija
Rayaduras montura plh"
,9BWBH6BF4T4081576,T-CROSS TRENDLINE 170 TSI MEC,NEGRO NINJA,INTERAMERICANA NORTE S.A.C.,INTERAMERICANA NORTE S.A.C. - INTERAMERICANA PIURA | Fecha de entrega: Feb 20 2026 8:15AM,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Reproceso,Falta: Reproceso Pintura,PINTURA: Tapiz parte baja de puerta piloto con desperfecto,REPUESTO: No funciona las plumillas del parabrisa delantera,VARI BIRRAK,,Isla 5,2026-03-13T09:16:04.826Z,,,,,,
,9BWBL6DF0TT383240,TERA TREND 160 MSI 1.6L MEC,NEGRO NINJA,AUTOSHOP PERU S.A.C.,AUTOSHOP PERU S.A.C. - AUTOSHOP CAJAMARCA | Fecha de entrega: Feb 18 2026 8:55AM,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,#REF!,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:24:37.162Z,2da Entrega,Aceptado,,1era Entrega,,
,9BWCH6CH6TP050140,NIVUS COMFORTLINE 200 TSI TIP,GRIS PLATINO,PERUANA DE MOTORES H.G. S.A.C. - PERUMOTOR H.G. S.A.C.,PERUANA DE MOTORES H.G. S.A.C.,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,E3 11 A,Para validar,Completo,PINTURA: Rayaduras en guardafango posterior Rh,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:16:55.273Z,,,,1era Entrega,Rechazado,"Montura prh raspada
Puerta de maletera falla de pintura
Grumo estribo drh"
,9BWJL45U8TP050421,SAVEIRO EXTREME CD 1.6 MEC,GRIS PIEDRA,EURO MOTORS S.A.,ADELANTO PDI - EXHIBICIÓN PERUMOTOR,SUM,LISTOS,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Para validar,Completo,PINTURA: Quiñe en filo puerta dlh | Abollado larguero lh,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:20:20.633Z,,,,,,
,9BWCH6CH3TP014521,NIVUS COMFORTLINE 200 TSI TIP,AZUL CORNFLOWER,SUR MOTORS S A,SUR MOTORS S A - SUR MOTORS AREQUIPA | Fecha de entrega: Mar 5 2026 8:20AM,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,C4 10 F,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:24:24.839Z,,,,2da Entrega,,
,9BWBH6BF9T4081380,T-CROSS TRENDLINE 170 TSI MEC,ROJO SUNSET,MANNUCCI DIESEL S.A.C.,ADELANTO PDI,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T08:13:59.167Z,1era Entrega,Aceptado,,1era Entrega,,
,9BWAL5BZ5TT629816,POLO TRACK 1.6 MEC,GRIS PLATINO,EURO MOTORS S.A.,EXH SAN MIGUEL,SUM,ZONA,14/3/2026,ZONA EMSA,NO,COLA LAVADO SUM - REINGRESO ,-,-,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 4,2026-03-13T07:13:00.656Z,,,,,,
,9BWCH6CH3TP049754,NIVUS COMFORTLINE 200 TSI TIP,NEGRO NINJA,EURO MOTORS S.A.,PANDERO S.A. EAFC | Fecha de entrega: Mar 4 2026 8:00AM,SUM,LISTOS,14/3/2026,ZONA EMSA,NO,E3 10 A,Para validar,Completo,PINTURA: Pilo de puerta posterior lh con quiñe | Interior de puerta delantera lh con ralladura | Larguero del puerta delantera lh desperfecto | Parachoque delantera RH con quiña,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:23:27.855Z,,,,1era Entrega,,
,9BWJL45U1TP040961,SAVEIRO EXTREME CD 1.6 MEC,PLATA SIRIUS,EURO MOTORS S.A.,ADELANTO PDI ZI - EXHIBICIÓN MANNUCCI,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,D4 20 A,Para validar,Completo,PINTURA: Grumos en aros posteriores LH Y RH | Bisel de máscara con rayaduras,REPUESTO: ,VARI BIRRAK,,Isla 3,2026-03-13T11:31:49.273Z,1era Entrega,Rechazado,"Grumos aros de llanta post ( L/R)
Bisel de mascara con falla pintura y rayadura",,,
,9BWBH6DFXTT348027,TERA COMFORT 170 TSI 1.0L TIP,GRIS PLATINO,SUR MOTORS S A,SUR MOTORS S A - SUR MOTORS AREQUIPA | Fecha de entrega: Mar 9 2026 8:00AM,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,D4 23 A,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,"Mapeado, pero sin zona",2026-03-13T11:02:49.188Z,,,,1era Entrega,,
,WAUZZZGA6TA004453,Q2 S line 35 TFSI,Negro Mythos,EURO MOTORS S.A.,Destino :DERBY,SUM,LISTOS - REVISADO,14/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Zona revo,2026-03-13T10:17:13.258Z,,,,1era Entrega,,
,3VVLP6RM7TM010190,"TIGUAN LIFE PLUS 250TSI, 1.4L, 2WD",GRIS ASCOT,PERUANA DE MOTORES H.G. S.A.C. - PERUMOTOR H.G. S.A.C.,PERUANA DE MOTORES H.G. S.A.C. - PERUMOTOR H.G. S.A.C. | Fecha de entrega: Mar 3 2026 8:00AM,SUM,LISTOS,14/3/2026,ZONA EMSA,NO,E4 12 A,Reproceso,Falta: Reproceso Pintura,PINTURA: Guardafango delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,"Mapeado, pero sin zona",2026-03-13T16:00:03.340Z,,,,,,
,LVTDB11B7VDC01171,X50 1.5L 4X2 5MT CONFORT,NEGRO,REVOSHOP,VENTA REVO,SUM,LISTOS,14/3/2026,ZONA REVO,NO,P8 C 7 B,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta del RH con abolladura | Puerta POS Rh abollado | Puerta del LH abollado,REPUESTO: Faro POS LH con desperfecto,VARI BIRRAK,,Isla 3,2026-03-13T10:35:17.239Z,,,,,,
,LVTDB21B8TD909509,S09 1.6T 4X2 7DCT B/WE,NEGRO,REVOSHOP,VENTA REVO,SUM,LISTOS,14/3/2026,ZONA REVO,NO,P8 B 1 L,Reproceso,Falta: Reproceso Pintura,PINTURA: Rydra en guardafango int plh | Moldra d guardafango plh c rydra | Larguero lh abollado | Rydras en aro prh | Abollado notorio puerta prh,REPUESTO: Quiñes en aro prh,VARI BIRRAK,,Isla 5,2026-03-13T07:25:49.338Z,,,,,,
,LVTDB11B4VH500431,X70FL 1.5T 6MT 4X2 FULL,NEGRO,REVOSHOP,VENTA REVO 40583 23/01/2026|,SUM,LISTOS,14/3/2026,ZONA REVO,NO,#N/A,Reproceso,Falta: Reproceso Pintura,PINTURA: Desperfecto moldura y jebe de parabrisas delantera | Tratamiento de pintura | Rayadura en interior de guardafngo post LH | Quiñes en interior de guardafngo post RH,REPUESTO: ,VARI BIRRAK,,Isla 3,2026-03-13T10:42:53.222Z,,,,,,
,LVTDB11B5VH500437,X70FL 1.5T 6MT 4X2 FULL,NEGRO,REVOSHOP,VENTA REVO 40907 23/01/2026|,SUM,LISTOS,14/3/2026,ZONA REVO,NO,#N/A,Reproceso,Falta: Reproceso Pintura,PINTURA: Interior de guardafango posterior lh con quiñe | Moldura interior de puerta posterior lh con raspado | Moldura interna puerta delantera lh ralladura | Estribo interna lh con ralladura | Moldura interna de puerta delantera RH con ralladura | Tratamiento de pintura,REPUESTO: Barra  longitudinal hl descuadrado,VARI BIRRAK,,-,-,,,,,,
,LVTDB11B5VH500129,"X70FL 1,5T 6MT 4X2 FULL",NEGRO,REVOSHOP,VENTA REVO GLP 40640 23/01/2026|,SUM,LISTOS,14/3/2026,ZONA REVO,NO,#N/A,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,"PINTURA: Interior de motor, tapa de fusibles con rayadura | Tratamiento de pintura por color | Estribo de puerta Del RH con quiñes",REPUESTO: Cromo de máscara delantera con RAYADURAS,VARI BIRRAK,,Isla 5,2026-03-13T18:44:34.926Z,,,,,,
,LVTDB11B6VH500270,"X70FL 1,5T 6MT 4X2 FULL",GRIS NARDO,REVOSHOP,VENTA REVO WH GLP 23/01/2026|,SUM,LISTOS,14/3/2026,ZONA REVO,NO,#N/A,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Vinil de puerta DLH corrugado | Vinil de puerta DRH corrugado | Vinil de puerta PRH corrugado,REPUESTO: Abollado cromo de máscara,VARI BIRRAK,,Isla 4,2026-03-13T15:29:46.363Z,,,,,,
,LVTDB21B6TDA96304,T1 1.5T 4X2 7DCT B/O,NEGRO,REVOSHOP,VENTA REVO MOTORS S.A. - RM MARSANO | Fecha de entrega: Mar  2 2026  8:55AM,SUM,LISTOS,14/3/2026,ZONA REVO,NO,ZONA DE REPUESTO ,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,"PINTURA: Moldura interior de puerta posterior lh raspado | Estribo de puerta delantera lh raspado, quiñado | Filo de puerta delantera lh raspado | Abolladura en puerta delantera lh | Filos de catpo lh y RH raspados , abollado",REPUESTO: Falta palanca,VARI BIRRAK,,"Mapeado, pero sin zona",2026-03-13T07:13:54.594Z,,,,,,
,LVTDB11BXVDC01214,X50 1.5L 4X2 5MT CONFORT,BLANCO,REVOSHOP,VENTA REVO,SUM,LISTOS,14/3/2026,ZONA REVO,NO,,Para validar,Completo,PINTURA: Moldura de guardafango PLH y PRH con rayaduras | Rayado mando a distancia,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T14:26:15.098Z,,,,,,
,LS4ASL2E7TE533156,NEW V3 1.5 MEC PANEL EPS 2AB AC,BLANCO,REVOSHOP,VENTA REVO,SUM,LISTOS,14/3/2026,ZONA REVO,NO,SIN UBICACION BIRRAK ,Reproceso,Falta: Reproceso Pintura,PINTURA: Raspado llave tubular | Rayadura estribo int dlh,REPUESTO: ,VARI BIRRAK,,Acondicionado,2026-03-13T11:02:29.411Z,,,,,,
,HJRPBGGB7VB031147,DASHING 1.6T 4X2 7DCT B ACP,GRIS OSCURO,REVOSHOP,VENTA REVO WH 02/03/2026|,SUM,LISTOS,14/3/2026,ZONA REVO,NO,#N/A,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Embellecedor de puerta Pos RH con quiñe,REPUESTO: Aro de llanta Pos LH con desperfecto | Aro de llanta delantera LH con grumo,VARI BIRRAK,,Acondicionado,2026-03-13T11:38:37.913Z,,,,,,
,HJRPBGGB7VB031150,DASHING 1.6T 4X2 7DCT B ACP,GRIS OSCURO,REVOSHOP,VENTA REVO WH 02/03/2026|,SUM,LISTOS,14/3/2026,ZONA REVO,NO,#N/A,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Poste central descolorido,REPUESTO: Quiñes en luna dlh,VARI BIRRAK,,Acondicionado,2026-03-13T10:48:40.108Z,,,,,,
,LVTDB11B6VH500284,"X70FL 1,5T 6MT 4X2 FULL",GRIS NARDO,REVOSHOP,VENTA REVO WH GLP 23/01/2026|,SUM,ZONA DE ESPERA CONTROL DE CALIDAD,14/3/2026,ZONA REVO,NO,#N/A,-,-,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Acondicionado,2026-03-13T10:01:01.629Z,,,,,,
,LVTDB11B3VH500453,"X70FL 1,5T 6MT 4X2 FULL",GRIS NARDO,REVOSHOP,VENTA REVO WH GLP 23/01/2026|,SUM,ZONA DE ESPERA CONTROL DE CALIDAD,14/3/2026,ZONA REVO,NO,#N/A,-,-,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Zona validación - FILA 05,2026-03-13T07:25:10.916Z,,,,,,
,HJRPBGGB6VB031155,DASHING 1.6T 4X2 7DCT B ACP,ROJO,REVOSHOP,VENTA REVO 42058 11/02/2026|,SUM,LISTOS,14/3/2026,ZONA REVO,NO,#N/A,Reproceso,Falta: Reproceso Pintura,PINTURA: Consola central con ralladura,REPUESTO: ,VARI BIRRAK,,-,-,,,,,,
,LVTDB11B4VDC01175,X50 1.5L 4X2 5MT CONFORT,NEGRO,REVOSHOP,VENTA REVO,SUM,LISTOS - REVISADO,14/3/2026,ZONA REVO,NO,P8 A 2 D,Reproceso,Falta: Reproceso Pintura,PINTURA: Embellecedores posteriores con arañaduras LH y RH | Grumo en estribo puerta DLH,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T10:52:57.809Z,1era Entrega,Rechazado,"Carroceria con arañaduras ( pulir )
Grumo estribo del piloto 
Embellezedores post con arañaduras(L/R)
Volver a lavar unidad",,,
,LVTDB11B5VH500292,"X70FL 1,5T 6MT 4X2 FULL",GRIS NARDO,REVOSHOP,VENTA REVO WH GLP 23/01/2026|,SUM,LISTOS - REVISADO,14/3/2026,ZONA REVO,NO,#N/A,Reproceso,Falta: Reproceso Pintura,PINTURA: Grumo en cromo delantero RH | Filo de capot pelado y con grumos | Grumo en estribo posterior LH | Cromo de máscara con arañaduras,REPUESTO: ,VARI BIRRAK,,-,-,1era Entrega,Rechazado,"Filo capout pelado y grumo
Mascara delantero con grumo
Carroceria pulverizada
Grumo en estribo post ( L]
Cromo de mascara con arañaduras",,,
,LVTDB11B3VDC01183,X50 1.5L 4X2 5MT CONFORT,NEGRO,REVOSHOP,VENTA REVO,SUM,LISTOS - REVISADO,14/3/2026,ZONA REVO,NO,P8 C 8 C,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 3,2026-03-13T11:08:07.213Z,1era Entrega,Rechazado,"- Rayaduras en toda la carrocería 
- Cielo raso sucio.
- embellecedores con rayas( PRH y PLH)",,,
,LS4ASL2E8TE533148,"NEW V3 1,5 MEC PLUS",AZUL OSCURO,REVOSHOP,VENTA REVO GLP,SUM,LISTOS - REVISADO,14/3/2026,ZONA REVO,NO,SIN UBICACION BIRRAK ,Para validar,Completo,PINTURA: Pantalla de radio con rayaduras | Rayadura en capot | Rayaduras en estribo delantero Lh | Rayadura Guardafango posterior LH | Bisel de parachoque delantero con rayones visibles | Logo delantero arañado | Tablero PRH rasgado (encima de manija para abrir ventanas) | Rayas visibles en puerta PRH,REPUESTO: Falta emblema posterior lh,VARI BIRRAK,,Isla 3,2026-03-13T09:49:54.370Z,2da Entrega,Rechazado,"- Bisel de parachoque delantero con rayaduras visibles.
- Logo delantero arañado.
- Tablero de puerta PRH Rasgado.
- Rayaduras en puerta PRH.
- interior de puerta piloto con manchas visibles.
- Maletera y paracochoques pulverizado.",,,
,9BWCH6CH5TP019378,NIVUS COMFORTLINE 170 TSI MEC,ROJO SUNSET,EUROSHOP,ADELANTO PDI PUERTO,SUM,LISTOS - REVISADO,14/3/2026,ZONA ESSA,NO,C4 6 A,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,-,-,,,,,,
,9BWBH6DF3TT333627,TERA COMFORT 165 TSI 1.0L TIP,NEGRO NINJA,EUROSHOP,ADELANTO PDI RPTS.,SUM,LISTOS - REVISADO,14/3/2026,ZONA ESSA,NO,COLA DE LAVADO SUM ,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,"PINTURA: Palanca de cambio raspado | Unidad con múltiples rayaduras profundas, REVISAR todo lo del plumon | Tratamiento de pintura",REPUESTO: Pantalla central no prende revisar,VARI BIRRAK,,Isla 3,2026-03-13T11:08:29.229Z,,,,,,
,3VVLP6RM7TM016183,"TIGUAN LIFE 250TSI, 1.4L, 2WD",NEGRO PERLADO,EUROSHOP,adelanto pdi,SUM,LISTOS - REVISADO,14/3/2026,ZONA ESSA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T08:11:20.651Z,,,,,,
,9BWBH6BF6T4050023,T-CROSS TRENDLINE 200 TSI TIP,BLANCO PURO,EUROSHOP,EUROSHOP S.A. - VW Surquillo | Fecha de entrega: Mar 10 2026  8:00AM,SUM,LISTOS,14/3/2026,ZONA ESSA,NO,C4 15 B,Reproceso,Falta: Reproceso Pintura,PINTURA: Moldura de guardafango PLH con rayaduras | Moldura de guardafango PRH con rayadura | Moldura base de timón con rayadura,REPUESTO: ,VARI BIRRAK,,Isla 5 - 8,2026-03-13T10:28:57.298Z,,,,,,
,9BWBH6DF9TT336306,TERA COMFORT 165 TSI 1.0L TIP,ROJO HYPERNOVA,EUROSHOP,EUROSHOP S.A. - VW Mall Plaza Norte,SUM,ZONA DE ESPERA CONTROL DE CALIDAD,14/3/2026,ZONA ESSA,NO,D4 30 B,-,-,PINTURA: ,REPUESTO: ,VARI BIRRAK,,-,-,,,,,,
,9BWCH6CH5TP007795,NIVUS COMFORTLINE 200 TSI TIP,AZUL CORNFLOWER,EUROSHOP,adelanto pdi,SUM,LISTOS - REVISADO,14/3/2026,ZONA ESSA,NO,,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 22,2026-03-13T07:30:20.350Z,,,,,,
,8AWJW62H8TA002658,"AMAROK HIGHLINE 580TDI, 258CV, 3.0L V6, 4MOTION TIP",VERDE SAGA,EUROSHOP,EUROSHOP S.A. - VW Surquillo |  Realizar PDI Express,SUM,LISTOS,14/3/2026,ZONA ESSA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Abollado guardafango dlh | Abollado puerta plh,REPUESTO: ,VARI BIRRAK,,Acondicionado,2026-03-13T09:59:09.061Z,,,,,,
,3VVDP6RM1TM041858,"TIGUAN LIFE 250TSI, 1.4L, 2WD",GRIS PLATINO,EUROSHOP,adelanto pdi,SUM,LISTOS - REVISADO,14/3/2026,ZONA ESSA,NO,,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 20,2026-03-13T07:29:16.314Z,,,,,,
,8AWJW62H3TA005130,"AMAROK HIGHLINE 580TDI, 258CV, 3.0L V6, 4MOTION TIP",VERDE SAGA,EUROSHOP,adelanto pdi,SUM,LISTOS - REVISADO,14/3/2026,ZONA ESSA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: F.p tolva Lh | Espejos retrovisores rayados Lh y RH | F.p esquina de tolva Rh,REPUESTO: ,VARI BIRRAK,,Isla 3,2026-03-13T11:08:44.247Z,1era Entrega,Rechazado,"- Rayaduras en espejos retrovisores LH y RH visibles.
- Fallo de pintura en tolva parte LH.
- Fallo de pintura en esquina de tolva parte RH.",,,
,9BWJL45U0TP034469,SAVEIRO COMFORTLINE CD 1.6 MEC,PLATA SIRIUS,EUROSHOP,EUROSHOP S.A. - FLOTAS VW,SUM,LISTOS,14/3/2026,ZONA ESSA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Larguero superior RH con abolladura | f.p poste DLH | Bisel de jebe puerta DLH suelto | Grumo en interior de puerta DRH,REPUESTO: ,VARI BIRRAK,,Isla 3,2026-03-13T11:08:22.216Z,1era Entrega,Rechazado,"- Fallo de pintura en poste DLH.
- Bisel de Jebe de puerta DLH suelto.
- Grumo en interior de puerta DRH.",,,
,3VWCP6BU0SM055573,"JETTA TRENDLINE 250TSI, 1.4L",GRIS PLATINO,EUROSHOP,EUROSHOP S.A. - VW San Borja | Fecha de entrega: Mar  6 2026  8:00AM,SUM,LISTOS - REVISADO,14/3/2026,ZONA ESSA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Moldura interior puerta Del. LH Rayado | Pernos de porta placa post. Oxidado | Embellecedor de logo delantero con pegamento | Abolladura visible en puerta PRH | Jebe roto en borde de puerta PLH,REPUESTO: ,VARI BIRRAK,,Isla 3,2026-03-13T11:08:14.239Z,1era Entrega,Rechazado,"- Borde de Jebe de puerta PLH roto.
- Abolladura en puerta PRH visible.
- Embellecedor de Logo delantero con pegamento.",,,
,WAUZZZ4M8SD033318,Q7 Ambition 55 TFSI quattro Tiptronic,Gris Samurai,EUROSHOP,ENVIO SIN PDI -DERBY,SUM,ZONA DE ESPERA ACONDICIONADO,14/3/2026,ZONA ESSA,NO,,-,-,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:41:16.231Z,1era Entrega,Rechazado,Unidad sin PDI con daños pasara a PDI express,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,,,,,,